codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
7.3.04.02,7,3,04,02,"Edificios, Locales, Residencias y Cableado Estructurado (Mantenimiento, Reparación e Instalación)","Egresos por el mantenimiento y reparación de edificios, locales, residencias; por armada y desarmada de estaciones de trabajo, mamparas, piso, techo; y, cableado estructurado."
7.3.04.03,7,3,04,03,"Mobiliarios (Instalación, Mantenimiento y Reparación)","Egresos por la instalación, mantenimiento y reparación de bienes muebles."
7.3.04.04,7,3,04,04,"Maquinarias y Equipos (Instalación, Mantenimiento y Reparación)","Egresos por la instalación, mantenimiento, reparación de maquinarias y equipos del servicio público, excepto de equipos informáticos."
7.3.04.05,7,3,04,05,Vehículos (Servicio para Mantenimiento y Reparación),Egresos por servicio de mantenimiento y reparación de vehículos.
7.3.04.06,7,3,04,06,Herramientas (Mantenimiento y Reparación),Egresos por servicios de mantenimiento y reparación de herramientas.
7.3.04.15,7,3,04,15,Bienes Biológicos,Egresos por el cuidado y crianza de bienes biológicos.
7.3.04.17,7,3,04,17,Infraestructura,"Egresos por mantenimiento, adecuación yreparación de infraestructura para garantizar su utilización durante su vida útil, excluyenlasmejoras, renovacion es o ampliacion esquetengan como propósitoaumentarel rendimientoylacapacidadde los activos fijos o prolongar significativam ente su vida útil esperada. 45"
7.3.04.18,7,3,04,18,MantenimientodeÁreasVerdesyArreglodeVíasInternas,"Egresos por mantenimiento de áreas verdes, jardines, poda de árboles, hierbas, plantas, fertilización y arreglo de vías internas."
7.3.04.19,7,3,04,19,"Instalación, Mantenimiento y Reparación de Bienes Deportivos","Egresos para instalación, mantenimiento y reparación de bienes deportivos."
7.3.04.26,7,3,04,26,"Demoliciones de Edificios, Locales, Residencias y Otros","Egresos destinados para la demolición, de edificios, locales, residencias y otros."
7.3.05,7,3,05,,Arrendamiento de Bienes,"Egresos por obligaciones derivadasdelusode bienes de propiedad de terceros , necesarios para el desarrollo de la inversión pública."
7.3.05.01,7,3,05,01,Terrenos(Arrendamiento),Egresos de alquiler por ocupación de terrenos para uso público.
7.3.05.02,7,3,05,02,"Edificios, Locales, Residencias, Parqueaderos, Casilleros Judiciales y Bancarios (Arrendamiento)","Egresos por alquiler de edificios, locales, residencias, parqueaderos, casilleros judiciales y bancarios."
7.3.05.03,7,3,05,03,Mobiliario (Arrendamiento),Egresos por alquiler de mobiliarios.
7.3.05.04,7,3,05,04,Maquinarias y Equipos (Arrendamiento),"Egresos por alquiler de toda clase de maquinarias y equipos, excepto en equipos informáticos."
7.3.05.05,7,3,05,05,Vehículos (Arrendamiento),Egresos por alquiler de toda clase de vehículos.
7.3.05.06,7,3,05,06,Herramientas (Arrendamiento),Egresos por alquiler de toda clase de herramientas.
7.3.05.15,7,3,05,15,Bienes Bilógicos (Alquiler),"Egresos por alquiler de bienes biológicos: plantas, semovientes y otros animales."
7.3.06,7,3,06,,"Contratación de Estudios, Investigaciones y Servicios Técnicos Especializados.","Egresos por servicios de investigación, evaluación, asesoría, estudio, diseño de proyectos y servicios técnicos especializados."
7.3.06.01,7,3,06,01,"Consultoría, Asesoría e Investigación Especializada","Egresos por servicios especializados de asesoría, investigación profesional y técnica."
7.3.06.02,7,3,06,02,Servicio de Auditoría,Egresos por contratación de servicios especializados de auditoría en diversas ramas profesionales.
7.3.06.04,7,3,06,04,Fiscalización e Inspecciones Técnicas,Egresos por contratación de servicios especializados para la entrega o recepción de obras o peritajes.
7.3.06.05,7,3,06,05,Estudio y Diseño de Proyectos,Egresos por contratación de servicios especializados para la elaboración de estudios y diseño de proyectos.
7.3.06.06,7,3,06,06,Honorarios por Contratos Civiles de Servicios,"Egresos por honorarios estipulados en contratos civiles deservicios profesionales o contratos técnicos especializados , sin relación de dependencia para puestos comprendidos en todos los grupos ocupacionales."
7.3.06.07,7,3,06,07,Servicios Técnicos Especializados,"Egresos porservicios de inspección técnica agropecuaria, prestación de servicios sociales para personas en situación de vulnerabilidad y otros especializados."
7.3.06.08,7,3,06,08,"Registro, Inscripción y Otros egresos previos a la aceptación para una Capacitación en el Exterior","Egresos de registro , inscripción y otros pago sprevios,as ociadosalosprocedimientos para la aceptacióndecandidaturas para una capacitación en el exterior."
7.3.06.09,7,3,06,09,Investigaciones Profesionales y Análisis de Laboratorio,Egresos para cubrir la realización de investigacion es profesionales y análisis de laboratorio.
7.3.06.10,7,3,06,10,Servicios de Cartografía,Egresos por servicios de cartografía.
7.3.06.12,7,3,06,12,Capacitación a Servidores Públicos,Egresos por contratación de servicios especializados para la capacitación y adiestramiento exclusivam ente para servidores públicos.
7.3.06.13,7,3,06,13,Capacitación para la Ciudadanía en General,"Egresos por contratación de servicios especializados para la capacitación y adiestramiento de la ciudadanía en general (becarios,alum nos del sistema de nivelación académica, profesionales del sector privado, etc.)"
7.3.07,7,3,07,,Egresos en Informática,"Egresos por alquiler , mantenimiento , reparación de equipos , sistemas , diseño , desarrollo , asesoría yevaluaciónde sistemas informáticos."
7.3.07.01,7,3,07,01,"Desarrollo, Actualización, Asistencia Técnica y Soporte de Sistemas Informáticos","Egresos por generación de programas integrados, análisis, diseño, implementación, actualización, asistencia técnica y soporte de sistemas informáticos."
7.3.07.02,7,3,07,02,Arrendamiento y Licencias de Uso de Paquetes Informáticos,"Egresos por arrendamiento de paquetes informáticos, licencias de software y páginas web."
7.3.07.03,7,3,07,03,Arrendamiento de Equipos Informáticos,Egresos por el alquiler de equipos informáticos.
7.3.07.04,7,3,07,04,Mantenimiento y Reparación de Equipos y Sistemas Informáticos,Egresos por mantenimiento y reparación de equipos y sistemas informáticos.
7.3.08,7,3,08,,Bienes de Uso y Consumo de Inversión,"Egresos por la adquisición de bienes , insumos y suministros necesarios para la administración yejecuciónde los proyectos deinversión. 46"
7.3.08.01,7,3,08,01,AlimentosyBebidas,Egresos por la adquisición de alimentos y bebidas.
7.3.08.02,7,3,08,02,"Vestuario, Lencería, Prendas de Protección, Insumos y Accesorios para uniformes del personal de Protección,","Vigilancia y Seguridad. Egresos por adquisición de indumentaria, prendas de protección, insumos y accesorios para uniformes del personal de protección, vigilancia y seguridad."
7.3.08.03,7,3,08,03,Lubricantes,Egresos para lubricantes y aditivos en general.
7.3.08.04,7,3,08,04,Materiales de Oficina,"Egresos en suministros, materiales y accesorios de oficina necesarios para la ejecución de proyectos."
7.3.08.05,7,3,08,05,Materiales de Aseo,Egresos en suministros y materiales de aseo y limpieza.
7.3.08.07,7,3,08,07,"Materiales de Impresión, Fotografía, Reproducción y Publicaciones","Egresos por suministros y materiales para imprenta, fotografía, reproducción, revistas, periódicos y otras publicaciones"
7.3.08.08,7,3,08,08,Instrumental Médico Quirúrgico,"Egresos para la adquisición de todo tipo de instrumental médico quirúrgico utilizados en los diferentes procedimientos quirúrgicos, excepto los equipos biomédicos."
7.3.08.09,7,3,08,09,Medicamentos,"Egresos por la adquisición de medicamentos que servirán para diagnóstico, tratamiento, mitigación, profilaxis, anomalía física, síntoma, restablecimiento corrección, modificación del equilibrio de las funciones orgánicas de los seres humanos; asociadaa las sustancias devalordietétic oconindicacionesterapéuti caso alimentos preparadosquereemplacen regímen es alimenticios especiales."
7.3.08.10,7,3,08,10,Dispositivos Médicos para Laboratorio Clínico y de Patología,Egresos para la adquisición de dispositivos médicos utilizadosen los servicios de laboratorio clínicoyde patología excepto los equipos biomédicos.
7.3.08.11,7,3,08,11,"Insumos, Materiales y Suministros para Construcción, Electricidad, Plomería, Carpintería, Señalización Vial,","Navegación, Contra Incendios y Placas Egresos por insumos, materiales y suministros para construcción, electricidad, plomería, carpintería, señalización vial, tránsito, navegación, contra incendios y placas."
7.3.08.12,7,3,08,12,Materiales Didácticos,"Egresos por la adquisición de suministros, materiales, libros y folletos destinados a actividades educativas y su distribución."
7.3.08.13,7,3,08,13,Repuestos y Accesorios,Egresos por la adquisición de repuestos y accesorios necesarios para el funcionamiento de los bienes.
7.3.08.14,7,3,08,14,"Suministros para Actividades Agropecuarias, Pesca y Caza","Egresos por la adquisición de suministros y materiales utilizados en las actividades agrícolas, ganaderas, de caza y pesca."
7.3.08.17,7,3,08,17,Productos Agrícolas,Egresos por la adquisición de productos agrícolas en situaciones de excedente o escasez de producción.
7.3.08.19,7,3,08,19,Accesorios e Insumos Químicos y Orgánicos,"Egresos por la adquisición de accesorios e insumos químicos y orgánicos para prevención , control ,mitigaciónyerradicación de epidemias, pandemias y otros."
7.3.08.20,7,3,08,20,Menaje y Accesorios Descartables,"Egresos por la adquisición de menaje de hogar, cocina y accesorios descartables."
7.3.08.23,7,3,08,23,Egresos para Sanidad Agropecuaria,"Egresos por la adquisición de alimentos, medicinas para prevención y tratamiento, productos farmacéuticos, dispositivos médicos, aseo y accesorios, vacunas, reactivos, sustancias antisépticas y desinfectantes relacionados con sanidad agropecuaria (animal,vegetal,inocuidad de los alimentos , registro de productos agropecua riosycapacidadanalíticaen todas estas ramas)."
7.3.08.24,7,3,08,24,"Insumos,BienesyMaterialesparalaProduccióndeProgramasdeRadioyTelevisión,EventosCulturales,Artísticosy","Entretenimiento en General Egresos relacionados con la adquisición de insumos, bienes y materiales para la producción de programas de radio y televisión, eventos culturales, artísticos y entretenimiento en general."
7.3.08.25,7,3,08,25,Ayudas Técnicas para Compensar Discapacidades,"Egresos por la adquisición de ayudas técnicas, insumos médicos, accesorios, electro doméstico s menaje de hogar y equipamiento de viviendas para personas con capacidades especiales."
7.3.08.26,7,3,08,26,Dispositivos e Insumos Médicos de Uso General,"Egresos por la adquisición de dispositivos e insumos médicos para uso general ,utilizadosenlosdifer entes procedimientos médicos ,usadoen salud para diagnóstico,tr atamiento,rehabilitación, prevención oayudaenp rocesosfisiológicos,difer entes a los medicamentos farmacológicos, incluye ndesinfectantes para los dispositivos médicos ,excepto los equipos bio médicos de laboratorio y odontología."
7.3.08.27,7,3,08,27,Uniformes Deportivos,"Egresos porla adquisición o confección de uniformes para deportistas, entrenadores ycuerpo técnico que representen al país; así como, para eventos deportivos de carácter local."
7.3.08.29,7,3,08,29,"Insumos, Materiales, Suministros y Bienes para Investigación","Egresos por la adquisición de insumos, bienes, materiales y suministros para investigación."
7.3.08.32,7,3,08,32,Dispositivos Médicos para Odontología,"Egresos para la adquisición de dispositivos médicos utilizados en odontología, excepto los equipos biomédicos."
7.3.08.33,7,3,08,33,Dispositivos Médicos para Imagen,"Egresos para la adquisición de dispositivos médicos utilizados en imagen, excepto los equipos biomédicos."
7.3.08.34,7,3,08,34,"Prótesis, Endoprótesis e Implantes Corporales","Egresos para la adquisición de prótesis, endoprótesis, órtesis, accesorios externos, accesorios odontológicos y otros necesarios para la reparación artificial, sustitución yrehabilitaciónde las parte smúsculo -esqueléticas,bucalesyórg anos de los sentidos."
7.3.08.36,7,3,08,36,"Muestras de Productos para Ferias, Exposiciones y Negociaciones Nacionales e Internacionales","Egresos por la adquisición de muestras de productos para ferias, exposiciones y negociaciones nacionales e internacionales. 47"
7.3.08.45,7,3,08,45,ProductosHomeopáticos,"Egresos para la adquisición de productos homeopáticos ,tinturamadreocep ahomeopática,dilucionesde conformidad a las reglasdescritasen las farmacopeashomeopáticas"
7.3.08.46,7,3,08,46,Insumos para Medicina Alternativa,Egresos por la adquisición de insumos para medicina alternativa.
7.3.08.47,7,3,08,47,Bienes Biológicos,Egresos para adquirir plantas o animales vivos dedicados a la actividad agropecuaria.
7.3.10,7,3,10,,Pertrechos para la Defensa y Seguridad Pública,Egresos por bienes fungibles y no duraderos utilizados para fines militares y de seguridad pública.
7.3.10.02,7,3,10,02,Suministros para la defensa y seguridad pública,Egresos para la adquisición de municiones y otros materiales fungibles utilizados por la fuerza pública.
7.3.11,7,3,11,,Convenios de Adhesión para Adquisición de Medicamentos de Consulta Externa,Egresos para la aplicación de convenios de adhesión para la adquisición de medicamentos deconsulta externa delaRedde Salud Pública y entrega de medicamentos en farmacias externalizadas.
7.3.11.01,7,3,11,01,Convenios de Adhesión para Adquisición de Medicamentos de Consulta Externa en Farmacias Externalizadas,Egresos para el registro de la aplicación de convenios de adhesión para la adquisición de medicamentos deconsulta externa de la Red de Salud Pública y entrega de medicamentos en farmacias externalizadas.
7.3.14,7,3,14,,Bienes Muebles no Depreciables,Egresos para las adquisiciones de bienes muebles no depreciables.
7.3.14.03,7,3,14,03,Mobiliarios,Egresos para la adquisición de mobiliario.
7.3.14.04,7,3,14,04,Maquinarias y Equipos,"Egresos para la adquisición de maquinarias y equipos, excepto de equipos informáticos."
7.3.14.06,7,3,14,06,Herramientas y equipos menores,Egresos para la adquisición de herramientas y equipos menores.
7.3.14.07,7,3,14,07,"Equipos, Sistemas y Paquetes Informáticos","Egresos para la adquisición de equipos, sistemas y paquetes informáticos."
7.3.14.08,7,3,14,08,"Bienes Artísticos, Culturales, Bienes Deportivos y Símbolos Patrios","Egresos para la adquisición de objetos artísticos, culturales, deportivos, medallas, trofeos y símbolos patrios."
7.3.14.09,7,3,14,09,Libros y Colecciones,"Egresos para la adquisición de colecciones, libros, revistas y ediciones técnicas."
7.3.14.11,7,3,14,11,Partes y Repuestos,Egresos para adquisición de partes y repuestos.
7.3.15,7,3,15,,Bienes Biológicos no Depreciables,"Egresos porla adquisición de plantas y/o animales vivos que seránsujetos deprocesos detransformación biológicapara cambios expresados en crecimiento, degradación, procreación u obtención de productos finales."
7.3.15.12,7,3,15,12,Semovientes,Egresos por la adquisición de animales.
7.3.15.14,7,3,15,14,Acuáticos,Egresos por la adquisición de especies relacionadas con el medio acuático.
7.3.15.15,7,3,15,15,Plantas,"Egresos para la adquisición de plantas o árboles, inclusive aquellas para recuperar tierras degradadas, proteger cuencas hidrográficas e integrar sistemas agroforestales."
7.3.16,7,3,16,,Fondos de Reposición de Inversión,"Comprenden los fondos de caja chica y rotativos, estos ítems servirán únicamente para certificar la partida previa a la aprobaciónde los mismos ynoseránobjetode devengo de conformidad con lanormativavig ente .Unavezqueseefectúen los egresos la afectación presupuestaria deberá realizarse a los ítems correspondi entes"
7.3.16.01,7,3,16,01,Fondos de Reposición Cajas Chicas en Proyectos y Programas de Inversión,"Fondos que tienen como finalidad pagar obligaciones no previsibles, urgentes y de valor mínimo, su destino, límite, prohibición, operación y obligatoriedad se aplicarán de conformidad a la normativa vigente."
7.3.16.02,7,3,16,02,Fondos Rotativos en Proyectos y Programas de Inversión,"Fondos destinadosparacubrir obligaciones que por sucaracterístic ano pueden ser realizados con los procesos normales de la gestión financiera institucional,sude stino,límite,prohibición, operación y obligatoriedadseaplicarán de conformidad a la normativa vigente."
7.5,7,5,,,OBRAS PÚBLICAS,"Egresos para infraestructura pública de beneficio nacional, regional ylocal, incluyen reparaciones yadecuaciones de tipo estructural."
7.5.01,7,5,01,,Obras de Infraestructura,Egresos en infraestructura para satisfacer las necesidades de obra pública del país.
7.5.01.01,7,5,01,01,Agua Potable,Egresos para la construcción de sistemas para dotación de agua potable.
7.5.01.02,7,5,01,02,Riego y Manejo de Aguas,Egreso para la construcción de obras civiles para la captación y conducción de caudales de agua a utilizarse en el riego
7.5.01.03,7,5,01,03,Alcantarillado,"Egresos para la construcción de sistemas de evacuación de aguas servidas y pluviales, incluyeobras sanitarias conexas."
7.5.01.04,7,5,01,04,Urbanización y Embellecimiento,"Egresos para la construcción de obras comunalesdestinadasa urbanización y embellecimiento que con tribuyenalornatode la ciudad, incluye reconstrucción de parques y su equipamiento."
7.5.01.05,7,5,01,05,Transporte y Vías,Egresos para la construcción de obras viales que faciliten y complementen las operaciones de transporte.
7.5.01.06,7,5,01,06,Telecomunicaciones,Egresos para la construcción de obras que faciliten y complementen las telecomunicaciones. 48
7.5.01.07,7,5,01,07,ConstruccionesyEdificaciones,Egresos para la construcción de edificaciones.
7.5.01.08,7,5,01,08,"Hospitales,CentrosdeAsistenciaSocialySalud","Egresos para la construcción de hospitales, centros de asistencia social y salud."
7.5.01.09,7,5,01,09,Construcciones Agropecuarias,"Egresos para la construcción de obras agrícolas, pecuarias, pesqueras y silvícolas."
7.5.01.10,7,5,01,10,Plantas Industriales,"Egresos para la construcción de plantas industriales, excepto hidrocarburíferas y de generación de energía."
7.5.01.11,7,5,01,11,"Habilitación y Protección del Suelo, Subsuelo y Áreas Ecológicas","Egresos para las obras de conservación y habilitación del suelo, subsuelo y preservación de las áreas ecológicas."
7.5.01.12,7,5,01,12,Formación de Plantaciones,Egresos por trabajos encaminados a la formación de viveros y especies mejoradas para su comercialización y explotación.
7.5.01.13,7,5,01,13,Explotación de Aguas Subterráneas,"Egresos para obras de aprovechamiento de aguas del subsuelo, incluye construcciones realizadas para su explotación"
7.5.01.14,7,5,01,14,Control de Inundaciones y Estabilización de Cauces,Egresos por la construcción de obras civiles para el control de inundaciones y estabilización de cauces.
7.5.01.99,7,5,01,99,Otras Obras de Infraestructura,Egresos para la construcción de otras obras públicas no clasificados en los ítems anteriores.
7.5.02,7,5,02,,Obras para Generación de Energía,Egresos para la construcción de obras civiles e industriales orientadas a la generación de energía en sus diferentes formas.
7.5.02.01,7,5,02,01,Generación Eléctrica Hidráulica,Egresos para la construcción de obras hidráulicas para generación eléctrica.
7.5.02.02,7,5,02,02,Generación Eléctrica Térmica,Egresos para la construcción de obras térmicas para generación eléctrica.
7.5.02.03,7,5,02,03,Sistemas Alternativos de Generación de Energía,Egresos para la construcción de sistemas alternativos de generación de energía.
7.5.03,7,5,03,,Obras Hidrocarburíferas y Mineras,"Egresos por la construcción de obras civiles e industriales del sector petrolero y minero, en sus diferentes fases y procesos."
7.5.03.01,7,5,03,01,Extracción de Hidrocarburos,Egresos por la construcción de obras necesarias para la prospección y extracción de yacimientos hidrocarburíferos
7.5.03.02,7,5,03,02,Refinación,Egresos por la construcción de obras necesarias para la refinación del petróleo y sus derivados.
7.5.03.03,7,5,03,03,Almacenamiento,Egresos por la construcción de obras necesarias para el almacenamiento de petróleo y sus derivados.
7.5.03.04,7,5,03,04,Comercialización,Egresos por obras de comercialización de petróleo y sus derivados.
7.5.03.05,7,5,03,05,Transporte de Materias Primas y Derivados,Egresos por las obras de transportación de crudo y derivados de petróleo.
7.5.03.06,7,5,03,06,Actividad Minera,"Egresos por la construcción de obras para la prospección, extracción y otras etapas de la producción minera."
7.5.04,7,5,04,,"Obras en Líneas, Redes e Instalaciones Eléctricas y Telecomunicaciones",Egresos para la construcción de obras civiles e industriales destinadas a la transmisión eléctrica y telecomunicaciones.
7.5.04.01,7,5,04,01,"Líneas, Redes e Instalaciones Eléctricas",Egresos para instalación de sistemas de distribución de energía eléctrica.
7.5.04.02,7,5,04,02,"Líneas, Redes e Instalaciones de Telecomunicaciones",Egresos para instalación de sistemas de distribución de te le comunicación alámbrica e inalámbrica.
7.5.05,7,5,05,,Mantenimiento y Reparaciones de Infraestructura,Egresos para mantenimientos y reparaciones estructurales públicas.
7.5.05.01,7,5,05,01,Obras de Infraestructura,Egresos para las reparaciones y adecuaciones de obras de infraestructura.
7.5.05.02,7,5,05,02,Obras para Generación de Energía Eléctrica,"Egresos por mantenimiento y adecuación de instalaciones , equipos y maquinarias que sirven para la generación de energía eléctrica."
7.5.05.03,7,5,05,03,Obras Hidrocarburíferas y Mineras,"Egresos para el mantenimiento y adecuación de instalaciones, equipos y maquinarias de la actividad hidrocarburíf era y minera."
7.5.05.04,7,5,05,04,"Obras de Líneas, Redes e Instalaciones Eléctricas y de Telecomunicaciones","Egresos para el mantenimiento y adecuación de instalaciones, equipos y maquinarias de generación, transmisión y distribución de energía y comunicaciones."
7.5.05.05,7,5,05,05,Plantas Industriales,"Egresos para el mantenimiento y reparación de instalaciones, equipos y maquinarias en plantas industriales."
7.7,7,7,,,OTROS EGRESOS DE INVERSIÓN,"Comprenden los egresos por con ceptode impuestos ,tasas, contribuciones , seguros , comisiones , dietas y otros originadosen las actividades operacionales del Estado."
7.7.01,7,7,01,,"Impuestos, Tasas y Contribuciones",Egresos por concepto de tributos que gravan a las operaciones que lleva a cabo el Estado.
7.7.01.02,7,7,01,02,"Tasas Generales, Impuestos, Contribuciones, Permisos, Licencias y Patentes","Egresos por servicios públicos, impuestos prediales, peaje, rodaje, revisión y matriculación vehicular, permisos de funcionamiento, licencias y patentes, registros sanitarios y toxicológicos, sustancias estupefacientes y psicotrópicas. 49"
7.7.01.03,7,7,01,03,TasasPortuariasyAeroportuarias,"Egresos por servicios enpuertosfl uviales,marítimosyaéreos, incluye almacenajedemercaderías y otros de conformidad con las disposiciones legales vigentes."
7.7.01.04,7,7,01,04,Contribuciones Especiales y de Mejora,"Egresos por el pago de imposiciones a la propiedad, bienes y servicios específicos."
7.7.01.99,7,7,01,99,"Otros Impuestos, Tasas y Contribuciones",Egresos no especificados en los ítems anteriores.
7.7.02,7,7,02,,"Seguros, Costos Financieros y Otros Egresos","Egresos para seguros, comisiones financieras, devoluciones de garantías, fianzas, reajustes por actualización del valor nominal de préstamos e inversiones en títulos - valores y otros egresos financieros."
7.7.02.01,7,7,02,01,Seguros,"Egresos para contratos de seguros personales, propiedades y otros."
7.7.02.03,7,7,02,03,ComisionesBancarias,"Egresos por servicios bancarios, financieros y operaciones realizadas con intermediación de organismos financieros."
7.7.02.06,7,7,02,06,"Costas Judiciales, Trámites Notariales, Legalización de Documentos y Arreglos Extrajudiciales","Egresos para costas judiciales, trámites notariales, legalización de documentos y arreglos extra judiciales"
7.7.02.16,7,7,02,16,Obligaciones con el IESS por Responsabilidad Patronal,Egresos para obligaciones por responsabilidad patronal interpuestas por el IESS.
7.7.02.17,7,7,02,17,Obligaciones por Coactivas Interpuestas por el IESS,Egresos para sentencias en juicios de coactivas interpuestas por el IESS.
7.7.02.18,7,7,02,18,Intereses por mora Patronal al IESS,Egresos para intereses generados en mora patronal con el IESS.
7.7.03,7,7,03,,Dietas,"Egresos para representantes, miembros o vocales de directorios, juntas, comités o cuerpos colegiados que no perciben ingresos del Estado."
7.7.03.01,7,7,03,01,Dietas,"Egresos para representantes, miembros o vocales de directorios, juntas, comités o cuerpos colegiados que no perciben ingresos del Estado."
7.8,7,8,,,TRANSFERENCIAS O DONACIONES PARA INVERSION,"Comprenden las subvenciones sin contraprestación o donaciones, destinadas a proyectos y programas de inversión."
7.8.01,7,8,01,,Transferencias o Donaciones para Inversión al Sector Público,Transferencias o donaciones de inversión destinadas a entidades públicas.
7.8.01.01,7,8,01,01,A Entidades del Presupuesto General del Estado,Transferencias o donaciones de inversión destinadas a entidades que integran el Presupuesto General del Estado
7.8.01.02,7,8,01,02,A Entidades Descentralizadas y Autónomas (Transferencias para Inversión),Transferencias de inversión destinadas a entidades descentralizadas y autónomas.
7.8.01.03,7,8,01,03,A Empresas Públicas,Transferencias o donaciones de inversión destinadas a empresas públicas.
7.8.01.04,7,8,01,04,A Gobiernos Autónomos Descentralizados,Transferencias o donaciones de inversión destinadas a los gobiernos autónomos descentralizados.
7.8.01.06,7,8,01,06,A Entidades Financieras Públicas,Transferencias o donaciones de inversión destinadas instituciones financieras públicas.
7.8.01.08,7,8,01,08,A Cuentas o Fondos Especiales,Transferencias o donaciones de inversión destinadas a financiar cuentas o fondos especiales.
7.8.02,7,8,02,,Transferencias o Donaciones de Inversión al Sector Privado Interno,Transferencias o donaciones de inversión concedidas por el Estado a personas naturaleso jurídicas del sector privado.
7.8.02,7,8,02,,10,"Transferencias al Sector Privado no Financiero para sustitución del gas licuado de petróleo por eficiencia energética Transferencias o donaciones de inversión al sector privado no financiero por concepto de sustitución del gas licuado de petróleo por el ectricidadparalacocciónde alimentos ,elcalentamientode agua yclimatizadoresenel sector residencialde conformidad con los convenios legalmente suscritos."
7.8.02.03,7,8,02,03,Transferencias o Donaciones al Sector Privado Financiero,Transferencias o donaciones de inversión destinadas a entidades del sector privado financiero.
7.8.02.04,7,8,02,04,Transferencias o Donaciones al Sector Privado no Financiero,"Transferencias o donaciones de inversión destinadasa personas naturales , entidades , organismos y personas jurídicas del sector privado no financiero, de conformidad con las disposiciones legales vigentes."
7.8.02.06,7,8,02,06,Becas,Asignación de recursos a personas para que continúen o completen sus estudios.
7.8.02.08,7,8,02,08,Bono de la Vivienda,Asignaciónde recursospara financiarla dotaciónde viviendaa familiasde es caso s recursos económicos de lossectores rurales y urbanos marginales.
7.8.02.09,7,8,02,09,A Jubilados Patronales,"Pensiones jubilares mediante transferencias olidaria, mensual , directa ,unila teralyvitaliciaconfinesde asistencia social ,de conformidad con las disposiciones legales vigentes."
7.8.03,7,8,03,,Transferencias o Donaciones de Inversión al Exterior,Transferencias o donaciones de inversión destinadas a organismos de los que el país forma parte y a otros entes en el exterior.
7.8.03.01,7,8,03,01,Al Exterior,"Transferencias o donaciones de inversión destinadas al cumplimiento de cuotas y convenios internacionales, legalmente celebrados, en los cuales se requiere el aporte del país."
7.8.03.02,7,8,03,02,AOrganismosExternosPartícipesdelFondoEcuador–VenezuelaparaelDesarrollo,"Transferencias o donaciones de inversión destinadas a organismos externos para proyectos binacionales sociales, de recursos noreembolsables,a través del Fondo Ecuador Venezuela para el Desarrollo FEVDES 50"
7.8.03.04,7,8,03,04,TransferenciasoDonacionesdeInversiónalSectorPrivadonoFinanciero,"Transferencias o donaciones de inversión al sector privado no financiero ,de conformidad con los convenios de cooperación técnica legalmente suscritos."
7.8.05,7,8,05,,SubsidioseIncentivoEconómico,"Asignaciones de recursos a entes públicos y privados , para financiar eldéficit operacion al por venta de bienes y servicios en beneficiodelacomunidad; para alentardeterminadas actividades con sideradasde beneficios ocialo incentivo económico ,de conformidad con las disposiciones legales emitidas."
7.8.05.06,7,8,05,06,Bono de Desarrollo Humano,Asignación de recursos a personas que se encuentren habilitadas para el pago.
7.8.05.09,7,8,05,09,Bono de Desnutrición,"Asignación de recursos en inversión a mujeres embarazadas, niñas y niños hasta el segundo año de vida, destinados a incentivar la nutrición materna infantil, el uso de los servicios de salud y desarrollo infantil, sujeto al cumplimiento de con dicionalidades de cor responsabilidad a fin de reducir los índices de desnutrición."
7.8.05.10,7,8,05,10,Pensión de Adultos Mayores,Asignación de recursos a favor de adultos mayores que se encuentran habilitados para el pago.
7.8.05.11,7,8,05,11,Pensión para Personas con Capacidades Especiales,Asignación de recursos a favor de personas con capacidades especiales que se encuentran habilitadas para el pago.
7.8.05.14,7,8,05,14,Bono Joaquín Gallegos Lara,"Asignación de recursos a favor de padres yfamiliares cuidadores de personas con discapacidad severa yprofunda o en situación crítica que no pueden gobernarse por sí mismas, identificadas como tales en la base de datos de la “Misión Solidaria ManuelaEspejo”"
7.8.05.15,7,8,05,15,Bono de Adherencia a la Tuberculosis,"Asignación de recursos a pacientes con casos de Tuberculosis Drogo resistentes, en calidad de incentivo para elevar la asistencia delapoblación objetivo alasunida desde salud ,conelpropósitodequecum plan con eltratamiento directa m ente observado."
7.8.05.16,7,8,05,16,"Incentivo Económico para Actividades Agropecuarias, Caza y Pesca","Asignación de recursos para actividades agropecuarias, caza y pesca de conformidad con las disposiciones legales emitidas."
7.8.05.18,7,8,05,18,Bono por Emergencia Sanitaria,"Asignación de recursos con carácter temporal para el núcleo familiar beneficiario en situaciones de calamidad pública o circunstancias de conmoción nacional sanitaria, dirigido a grupos de alta vulnerabilidad en las zonas afectadas que se encuentren dentro del Registro Social vigente y que no cuenten con seguridad social contributiva o si algún miembro es beneficiariode bonos y pensiones de las transferenciamonetarias por laentidadacargooquesean beneficiarios de otros bonos."
7.8.05.21,7,8,05,21,"BonoparaNiños,NiñasyAdolescentesenSituacióndeOrfandadpormuerteviolentadesuMadreoProgenitoraen","inversión Asignación de recursos afavordeniños, niñas y adolescentes en situación de orfandad por muerte violentadesumadreo progenitora, que se encuentren habilitados para el pago conforme el Registro Social."
