codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
1,1,,,,INGRESOS CORRIENTES,"Provienen del poder impositivo ejercido por el Estado de la venta de bienes y servicios, de la renta del patrimonio y de ingresos sin contraprestación . Están conformados por impuestos ; fondos de la seguridad social ; tasas y contribuciones ; venta de bienes y servicios ; renta de inversiones ; multas tributarias y no tributarias ; transferencias , donaciones ;y, otros ingresos Enlaejecución,su devengo produce contablemente modificaciones in directa senla estructura patrimonial de Estado ,debido a la utilización de cuentas operacionales o de resultados que permiten establecer previamente el resultado de la gestión anual."
1.1,1,1,,,IMPUESTOS,"Ingresos que el Estado obtiene de personas naturales y de las sociedades, en razón del derecho a cobrar a los contribuyentes, sin que exista una contraprestación directa, divisible y cuantificable en forma de bienes o servicios de conformidad con las disposiciones legales vigentes."
1.1.01,1,1,01,,"Sobre laRenta, Utilidades y Ganancias de Capital","Ingresos provenientes del gravamen a la renta global o presunta de las personas naturales o jurídicas ;a las utilidades de las empresas; y, a las ganancias de capital obtenidas por la venta de predios o por premios en los juegos de azar."
1.1.01.01,1,1,01,01,A la Renta Global,"Ingresos provenientes del gravamen a rentas de fuente ecuatoriana y de las obtenidas en el exterior por personas naturales o jurídicas ecuatorianas, por sociedades nacionales o extranjeras residentes en el país y por sucesiones indivisas."
1.1.01.02,1,1,01,02,A la Utilidad por la Venta de Predios Urbanos y Plusvalía,Ingresos por Impuestos a la utilidad generada en la venta de predios ubicados dentro de los perímetros urbanos.
1.1.01.03,1,1,01,03,A la Utilidad por la Venta de Predios Rurales,"Ingresos que las personas naturales o jurídicas , deben pagar por la utilidad generada en la venta de predios ubicados fuera de los límites de las zonas urbanas en el territorio nacional."
1.1.01.04,1,1,01,04,A los Juegos de Azar,Ingresos por impuestos a los beneficios obtenidos en juegos de azar legalmente establecidos.
1.1.01.05,1,1,01,05,A la Renta de Empresas Petroleras,Ingresos provenientes de la imposición a la renta de empresas petroleras que tienen suscritos o suscriban contratos de exploración y explotación de hidrocarburos en cualquier modalidad contractual.
1.1.01.06,1,1,01,06,Sobre las Utilidades,"Ingresos provenientes del tributo aplicable a las utilidades de personas naturales , sociedades y fideicomisos mercantiles para la planificación, construcción y reconstrucción de la infraestructura pública y privada afectada por desastres de origen natural."
1.1.01.07,1,1,01,07,A los Ingresos Gravados Iguales o Superiores a un Millón de Dólares,"Gravamen único y temporal sobre ingresos iguales o superiores a un millón de dólares de sociedades , inclusive los ingresos que se encuentren bajo régimen de impuesto a la renta único."
1.1.01.08,1,1,01,08,A la Renta Global por Anticipado,Ingresos provenientes de la recaudación anticipada del Impuesto a la Renta.
1.1.01.09,1,1,01,09,"SobrelasUtilidadesdelasSociedadessegúnlaLeyOrgánicaparaEnfrentarelConflictoArmadoInterno,laCrisis","Social y Económica Ingresos provenientes del tributo aplicable a las utilidades gravada sconel impuesto a la renta sobre las sociedades , para en frentarelConflictoArmadoI nternouotramedidasustitut iva con el mismo objetoyefecto,conformelo esta blecidoenla Ley Orgánica para Enfrentar el Conflicto Armado Interno, la crisis social y económica."
1.1.01.10,1,1,01,10,"SobreUtilidadesdelosBancosyCooperativasdeAhorroyCrédito,segúnlaLeyOrgánicaparaEnfrentarelConflicto","Armado Interno, la Crisis Social y Económica Ingresos provenientes del tributo aplicable a las utilidades gravadas con el impuesto a la renta sobre los Bancos y Cooperativas de Ahorro y Crédito ,conformelo esta blecidoenlaLeyOrgánica para Enfrentarel Con flictoArmadoInterno,la crisis social y económica."
1.1.01.99,1,1,01,99,"A Otras Rentas, Utilidades y Beneficios del Capital","Impuestos que gravan a otras rentas, utilidades y beneficios del capital"
1.1.02,1,1,02,,Sobre laPropiedad,"Impuestos que gravan la propiedad de bienes muebles, inmuebles, derechos representativos de capital y otros que conforman el patrimonio."
1.1.02.01,1,1,02,01,A los Predios Urbanos,Ingresos por impuestos a la propiedad de predios ubicados en zonas urbanas; incluye adicionales.
1.1.02.02,1,1,02,02,A los Predios Rurales,Ingresos por impuestos a la propiedad de predios ubicados fuera del perímetro urbano; incluye adicionales
1.1.02.03,1,1,02,03,A la Inscripción en el Registro de la Propiedad o en el Registro Mercantil,"Ingresos por impuestos al registro de contratos, documentos y actos de conformidad con normativa vigente."
1.1.02.04,1,1,02,04,A las Transferencias de Dominio,"Ingresos por impuestos que gravan las transferencias de dominio de bienes , valores y otros actosprevistosenlanormat iva vigente."
1.1.02.05,1,1,02,05,De Vehículos Motorizados de Transporte Terrestre,Ingresos por gravamen a la propiedad de vehículos motorizados destinadosal transporte terrestre de personas y/ocargade uso particular o público.
1.1.02.06,1,1,02,06,De Alcabalas,"Ingresos por el impuesto que grava los actosy contratos enelámbitode los Gobiernos Autónomos Descentralizados , incluye adicionales. 1"
1.1.02.07,1,1,02,07,AlosActivosTotales,"Ingresos provenientes del gravamen a la tenencia de riqueza o de capital ,de las personas naturales o jurídicas que ejercen habitualm ente actividades de tipo comercial,industrialo financiero"
1.1.02.08,1,1,02,08,De Vehículos Motorizados de Transporte Aéreo y Acuático,"Ingresos provenientes del gravamen esta blecidoala propiedad de vehículos motorizados ,aéreosy acuáticos degalaode recreo que no se destinen al transporte público de pasajeros."
1.1.02.10,1,1,02,10,A la Propiedad de Inmuebles Urbanos para Vivienda de Interés Social,Ingresos provenientes del gravamen establecidos obrela propiedad de bienes inmuebles urbanos destinadosa financiar la vivienda de interés social.
1.1.02.11,1,1,02,11,Impuesto a las Tierras Rurales,Impuesto que grava la propiedad o posesión de inmuebles rurales.
1.1.02.12,1,1,02,12,Impuesto a los Activos en el Exterior,"Ingresos provenientes del impuesto sobre inversiones, fondos disponibles o inversiones en entidades fuera del territorio nacional."
1.1.02.13,1,1,02,13,Sobre el Patrimonio,"Ingresos provenientes del tributo aplicable al patrimonio de conformidad con lanormativavig ente de personas naturales para la planificación, construcción y reconstrucción de la infraestructura pública y privada afectada por desastres de origen natural."
1.1.02.14,1,1,02,14,Sobre Bienes Inmuebles y Derechos Representativos de Capital,"Ingresos provenientes del tributo aplicable a bienes inmuebles y derechos representativosde capital existen tesenel Ecuador de propiedad de Sociedades residentes en para ísos fiscales del exterior , para la planificación , construcción y reconstrucción de la infraestructura pública y privada afectada por desastres de origen natural."
1.1.02.15,1,1,02,15,Sobre el Patrimonio para Impulso Económico Post Pandemia,Ingresos provenientes del tributo aplicable alpatrimonio deconformidad conla normativavig ente depersonas naturales y Sociedades para cobertura delimpacto económico en las finanzas públicas generadoporla pandemia ysusconsecuencias directas en el empleo público y privado.
1.1.02.99,1,1,02,99,Otros Impuestos Sobre la Propiedad,Ingresos provenientes de otros impuestos a la propiedad no considerados en los ítems anteriores.
1.1.03,1,1,03,,Al Consumo de Bienes y Servicios,Impuestos que gravan el consumo de bienes de procedencia nacional o importados y a la prestación de servicios.
1.1.03.12,1,1,03,12,A los Espectáculos Públicos,Ingresos provenientes de gravámenes a los espectáculos públicos.
1.1.03.15,1,1,03,15,Al Consumo de Cigarrillos recaudados por el SRI,"Ingresos provenientes del Impuesto a los Consumos Especiales, aplicado a los cigarrillos y sucedáneos de procedencia nacional, recaudados por el Servicio de Rentas Internas."
1.1.03.16,1,1,03,16,Al Consumo de Cerveza recaudados por el SRI,"Ingresos provenientes del ICE aplicado al consumo de cerveza de procedencia nacional, recaudados por el Servicio de Rentas Internas."
1.1.03.17,1,1,03,17,Al Consumo de Bebidas no Alcohólicas y Gaseosas con Contenido de Azúcar recaudados por el SRI,"Ingresos provenientes del ICE aplicado al consumo de bebidas no alcohólicas y gaseosas con contenido de azúcar incluyendo jarabes o concentrados de procedencia nacional, recaudados por el Servicio de Rentas Internas."
1.1.03.18,1,1,03,18,Al Consumo de Alcohol y Productos Alcohólicos recaudados por el SRI,"Ingresos provenientes delICE aplicado al consumo de alcohol y productos alcohól icosde procedencia nacional ,distintosala cerveza, recaudados por el Servicio de Rentas Internas."
1.1.03.19,1,1,03,19,A los Vehículos recaudados por el SRI,Ingresos provenientes del ICE aplicado a los vehículos de procedencia nacional recaudados por el Servicio de Rentas Internas.
1.1.03.20,1,1,03,20,"AlosAviones,Avionetas,Helicópteros,MotosAcuáticas,Tricares,Cuadrones,YatesyBarcosdeRecreorecaudados","por el SRI Ingresos provenientes delICE aplicado alosaviones,avionetas,hel icópteros,motosacuáticas, tricares,cuadrones,yatesy barcos derecreo de procedencia nacional, recaudados por el Servicio de Rentas Internas."
1.1.03.21,1,1,03,21,A los Perfumes y Aguas de Tocador recaudados por el SRI,Ingresos provenientes del ICE aplicado a los perfumes y aguas de tocador de procedencia nacional recaudados por el Servicio de Rentas Internas.
1.1.03.23,1,1,03,23,A las Armas de Fuego recaudados por el SRI,"Ingresos provenientes del ICE aplicado a las armas de fuego, armas deportivas y municiones de procedencia nacional recaudados por el Servicio de Rentas Internas."
1.1.03.25,1,1,03,25,A las Cuotas y Membrecías de Clubes recaudados por el SRI,"Ingresos provenientes del ICE aplicado a las cuotas, membresías, afiliaciones, acciones y similares de clubes sociales recaudados por el Servicio de Rentas Internas."
1.1.03.26,1,1,03,26,A los Servicios de Televisión Pagada recaudados por el SRI,Ingresos provenientes del ICE aplicado a los servicios de televisión pagada recaudados por el Servicio de Rentas Internas.
1.1.03.27,1,1,03,27,Otros Impuestos al Consumo de Bienes y Servicios recaudados por el SRI,Otros impuestos al consumo de bienes y servicios noconsideradosenlosrubros anteriores recaudadosporel Servicio de Rentas Internas.
1.1.03.30,1,1,03,30,A las Fundas Plásticas recaudados por el SRI,Ingresos provenientes delICEafundasplásticas tipo acarreoocamiseta que elconsumidorrequieraal esta blecimientode comercio.
1.1.03.35,1,1,03,35,Al Consumo de Cigarrillos recaudados por el SENAE,Ingresos provenientes delICE aplicado al consumo de cigarrillos ysucedáneosde procedencia extranjerarecaudadosporel Servicio Nacional de Aduana del Ecuador.
1.1.03.36,1,1,03,36,Al Consumo de Cerveza recaudados por el SENAE,Ingresos provenientes del ICE aplicado al consumo de cerveza de procedencia extranjera recaudados por el Servicio Nacional de Aduana del Ecuador. 2
1.1.03.37,1,1,03,37,"AlConsumodeBebidasGaseosasconContenidodeAzúcaryEnergizantes,recaudadosporelSENAE",Ingresos provenientes delICE aplicado al consumo de bebidas gaseosas con con te nidodeazúcaryenergizantes incluye ndo jarabes o concentrados de procedencia extranjera recaudados por elServicio Nacional de Aduana del Ecuador.
1.1.03.38,1,1,03,38,Al Consumo de Alcohol y Productos Alcohólicos recaudados por el SENAE,"Ingresos provenientes delICE aplicado al consumo de alcohol y productos alcohól icosde procedencia extranjera,distintosa la cerveza recaudados por el Servicio Nacional de Aduana del Ecuador."
1.1.03.39,1,1,03,39,A los Vehículos recaudados por el SENAE,Ingresos provenientes del ICE aplicado a los vehículos motorizados de procedencia extranjera recaudados por el Servicio Nacional de Aduana del Ecuador.
1.1.03.40,1,1,03,40,"AlosAviones,Avionetas,Helicópteros,MotosAcuáticas,Tricares,Cuadrones,YatesyBarcosdeRecreorecaudados","por el SENAE Ingresos provenientes del ICE aplicado a aviones, avionetas, helicópteros, motos acuáticas, tricares, cuadrones, yates y barcos derecreo de procedencia extranjera recaudados por el Servicio Nacional de Aduana del Ecuador."
1.1.03.41,1,1,03,41,A los Perfumes y Aguas de Tocador recaudados por el SENAE,Ingresos provenientes del ICE aplicado a los perfumes y aguas de tocador de procedencia extranjera recaudados por el Servicio Nacional de Aduana del Ecuador.
1.1.03.42,1,1,03,42,A los Focos Incandescentes recaudados por el SENAE,Ingresos provenientes del ICE aplicado a los focos incandescentes de procedencia extranjera recaudados por el Servicio Nacional de Aduana del Ecuador.
1.1.03.43,1,1,03,43,A las Armas de Fuego recaudados por el SENAE,"Ingresos provenientes del ICE aplicado a las armas de fuego, armas deportivas y municiones de procedencia extranjera recaudados por el Servicio Nacional de Aduana del Ecuador."
1.1.03.47,1,1,03,47,Otros Impuestos al Consumo de Bienes y Servicios Recaudados por el SENAE,Otros impuestos al consumo de bienes y servicios no considerados en los rubros anteriores recaudados por el Servicio Nacional de Aduanas del Ecuador.
1.1.03.99,1,1,03,99,Otros impuestos al Consumo de Bienes y Servicios,Otros impuestos al consumo de bienes y servicios no considerados en los rubros anteriores.
1.1.04,1,1,04,,Al Valor Agregado,"Ingresos provenientes del gravamen al valor de la transferencia de dominio o de la importación de bienes muebles de naturaleza corporal, en todas sus etapas de comercialización y al valor de los servicios prestados."
1.1.04.01,1,1,04,01,Al Valor Agregado Débitos del Período,"Impuesto que declaran las personas naturales o sociedades ,porla venta de bienes y servicios ,sujetoacompensación con los créditos tributarios del período."
1.1.04.03,1,1,04,03,Al Valor Agregado recaudado por el SRI,Impuesto que declaran las personas naturales o sociedades por la venta de bienes y servicios recaudadoporel Servicio de Rentas Internas.
1.1.04.04,1,1,04,04,Al Valor Agregado recaudado por el SENAE,Impuesto que declaran las personas naturales o sociedades por la importación de bienes recaudadoporel Servicio Nacional de Aduana del Ecuador.
1.1.05,1,1,05,,Sobre el Comercio Internacional,Impuestos que gravan a los bienes por el hecho de ser introducidos al país.
1.1.05.01,1,1,05,01,Arancelarios a la Importación,"Ingresos provenientes del cobro de derechos arancelarios que se calculan sobre el valor CIF, en la importación de bienes"
1.1.05.03,1,1,05,03,Tarifa de Salvaguardia,Ingresos provenientes de la tarifa aplicada a las importaciones por el Régimen Internacional de Salvaguardia.
1.1.05.10,1,1,05,10,0.7% de Exportaciones de Banano,0.7% a las exportaciones de banano de conformidad con la normativa legal vigente.
1.1.05.99,1,1,05,99,Otros Impuestos al Comercio Exterior,Ingresos provenientes de impuestos al comercio exterior no considerados en los ítems anteriores.
1.1.06,1,1,06,,A la Actividad Hidrocarburífera,Impuestos que gravan a las actividades hidrocarburíferas y a sus derivados.
1.1.06.05,1,1,06,05,Adicional por Barril de Crudo Exportado,Ingresos provenientes del impuesto adicional a la exportación de cada barril de crudo.
1.1.06.06,1,1,06,06,Gravamen a la Tarifa de Oleoducto,Ingresos provenientes de la imposición adicional a la tarifa de transporte por el oleoducto Trans ecuatoriano
1.1.06.08,1,1,06,08,ImpuestoalosIngresosExtraordinariosdeContratosdeExploraciónyExplotacióndeRecursosHidrocarburíferos,no Renovables Impuesto que grava los ingresos extraordinarios obtenidos por las empresas que han suscrito contratos con el Estado para la exploración y explotación de recursos hidrocarburíferos no renovables.
1.1.06.30,1,1,06,30,A la Renta de Actividades Hidrocarburíferas,Ingresos provenientes del impuesto a la renta de empresas petroleras.
1.1.06.99,1,1,06,99,Otros Impuestos a la Actividad Hidrocarburífera,Ingresos provenientes de otras imposiciones a la actividad hidrocarburíf era no clasificados en los ítems anteriores.
1.1.07,1,1,07,,Impuestos Diversos,Impuestos aplicados sobre distintas actividades.
1.1.07.03,1,1,07,03,A las Operaciones de Crédito,"Ingresos provenientes del impuesto a las operaciones de crédito que realizan los bancos privados, financieras y demás instituciones de intermediación financiera; incluye las operaciones realizadas a través de tarjetas de crédito, compra de cartera, descuento de letras de cambio y operaciones de reporto."
1.1.07.04,1,1,07,04,"Patentes Comerciales, Industriales, Financieras, Inmobiliarias, Profesionales y de Servicios",Ingresos provenientes del gravamen de patentes para desarrollar actividades económicas. 3
1.1.07.05,1,1,07,05,AlaSalidadelPaís,Ingresos provenientes del impuesto que se cobra a las personas que salen del país por los aeropuertos.
1.1.07.06,1,1,07,06,SobreContratosdeConstrucciónoEstudiosCelebradosconelSectorPúblico,"Ingresos provenientes del impuesto a los contratos de construcción o estudios relacion ados con obras deingenieríacivily arquitectura, suscritos por las entidades del sector público, así como sobre sus aumentos de volumen, contratos modificatorios o complementarios."
1.1.07.08,1,1,07,08,Al Desposte de Ganado,Ingresos provenientes de la imposición por el faenamiento de ganado.
1.1.07.09,1,1,07,09,Sobre Reajuste de Precios en la Contratación Pública,Gravamen por centual sobre elmontodelosreajustesde precios en los contratos que celebran entidades y organismos del sector público.
1.1.07.10,1,1,07,10,Al Juego,"Ingresos provenientes del impuesto al juego: juegos de azar, electrónicos y otros autorizados por Ley."
1.1.07.11,1,1,07,11,1% a la Compra de Vehículos Usados,Impuesto del uno por ciento por la transferencia de dominio de vehículos usados.
1.1.07.12,1,1,07,12,Ingreso al Parque Nacional Galápagos y a su Reserva,Ingreso proveniente del tributo aplicable a los turistas extranjeros no residentes y a los turistas nacionales o extranjeros residentes en el Ecuador por ingresar al Parque Nacional Galápagos y a sus reservas.
1.1.07.13,1,1,07,13,Impuesto a la Salida de Divisas,Ingreso proveniente del gravamen a las operaciones y transacciones monetarias que se realicen al exterior con o sin intervención de las instituciones del sistema financiero.
1.1.07.14,1,1,07,14,Impuesto a los Ingresos Extraordinarios de Contratos de Exploración y Explotación de Otros Recursos no,Renovables Impuesto que grava los ingresos extraordinarios obtenidos por las empresas que han suscrito contratos con el Estado para la exploración y explotación de otros recursos no renovables.
1.1.07.15,1,1,07,15,Régimen Impositivo Simplificado,Ingresos provenientes de la recaudación delascuotas mensuales por categoría pagadas por los contribuyentes sujetosal Régimen Impositivo Simplificado.
1.1.07.16,1,1,07,16,Impuesto Ambiental por Contaminación Vehicular,Ingresos provenientes del impuesto que grava lacontaminacióndelam bien teproducidaporelusode vehículos motorizados de transporte terrestre.
1.1.07.17,1,1,07,17,Impuesto Redimible a las Botellas Plásticas no Retornables,"Ingresos provenientes del impuesto que grava alasembo telladoraseimportadorasde bebidas alcohól icas,no alcohól icas gaseosas, no gaseosas y agua contenidas en botellas plásticas no retornables."
1.1.07.18,1,1,07,18,Gravamen a la Tarifa de Oleoducto,Ingresos provenientes de la imposición adicional a la tarifa de transporte por el Oleoducto Trans ecuatoriano
1.1.07.19,1,1,07,19,Sobre las Remuneraciones,"Ingresos provenientes del tributo aplicable a las remuneraciones iguales o mayores a mil dólares de personas naturales nacionales o extranjeras bajo relación de dependencia o cualquier modalidad contra ctual,admin istradoresorepresentantes legales de personas jurídicas, para la planificación, construcción y reconstrucción de la infraestructura pública y privada afectada por desastres de origen natural."
1.1.07.99,1,1,07,99,Otros Impuestos,Ingresos provenientes de otras rentas fiscales impositivas no clasificadas en los conceptos específicos antes mencionados.
1.1.08,1,1,08,,Impuesto a la Renta Neta,"Ingresos provenientes del impuesto a la renta percibido por anticipado o por retenciones realizadas en la fuente, que en relación con el ejercicio fiscal se declaran y compensan con créditos tributarios o se reintegran al contribuyente."
1.1.08.01,1,1,08,01,Impuesto a la Renta y Anticipos,Ingresos provenientes del cobro del impuesto a la renta y los valores anticipados del mismo.
1.1.08.02,1,1,08,02,Impuesto a la Renta Crédito Tributario (-),"Comprenden los valores percibidosporconceptodel impuesto a la renta provision a les que sea plicaráncomodisminuciónal ingreso en la declaración definitiva; no constituyen al instante de su recaudación beneficio fiscal, sino créditos tributarios."
1.1.08.03,1,1,08,03,Impuesto a la Renta Devoluciones de Excesos de Cobros (-),"Comprenden los valores que percibidos como cobro s provision alesdel impuesto alarenta,luegodeladec lara cióndefinit iva no constituyen beneficio fiscal y se devolverán a los contribuyentes."
1.2,1,2,,,SEGURIDAD SOCIAL,"Comprenden los ingresos de carácter obligatorio o voluntario, establecidos en la legislación, a favor de instituciones que proporcionan prestaciones de bienestar y seguridad social a particulares, trabajadores y servidores del ámbito público o privado."
1.2.01,1,2,01,,Aportes a la Seguridad Social,"Ingresos recibidos por las entidades de seguridad social , provenientes de valores entre ga dosporafiliadosypatronos, para mantener los fondos de prestaciones de la Seguridad Social."
1.2.01.01,1,2,01,01,Aportes al Seguro de Pensiones,Ingresos por concepto de aportes personales y patronales recibidos para financiar el Seguro de Pensiones.
1.2.01.02,1,2,01,02,Aportes al Fondo de Reserva,"Ingresos recibidos para cubrirel fondo de reserva delosafiliados, que las entidades de Seguridad Social loadministran hasta cuando sus beneficiarios lo utilicen."
1.2.01.03,1,2,01,03,Aportes al Seguro de Cesantía,"Ingresos provenientes de cotizaciones personales y patronales sobre los sueldos, salarios y remuneraciones unificadas imponibles, que cubren el riesgo de desocupación o desempleo de los afiliados."
1.2.01.04,1,2,01,04,Aportes al Seguro de Riesgos del Trabajo,"Ingresos por aportes sobre sueldos , salarios y remuneraciones unificadas imponiblesfina nciadosporlosempleadoresa los afiliados para cubrir accidentes del trabajo y enfermedades profesionales."
1.2.01.05,1,2,01,05,Aportes al Seguro de Mortuoria,"4 Ingresos provenientes de la aportación personal obligatoria sobre los sueldos, salarios y remuneraciones unificadas imponiblesdelosafiliados para financiar el pago delossiniestros por muerte delafiliadoojubilado"
1.2.01.06,1,2,01,06,Subsidio por Enfermedad,"Ingresos recibidos por cotizaciones patronales sobre los sueldos, salarios y remuneraciones unificadas imponibles de los afiliados para financiar los subsidios ocasionados por enfermedad que impide asistir al trabajo."
1.2.01.07,1,2,01,07,Aportes al Seguro Social Campesino,"Ingresos recibidos para cubrir las prestaciones del Seguro Social Campesino provenientes del aporte de trabajadores, patronos y Estado."
1.2.01.08,1,2,01,08,Aportes Atrasados,Ingresos provenientes delaaportación personal ypatronalob ligatoriacorrespondientea los seguros y prestaciones que se realizan después del plazo estipulado y sobre los que no se ha firmado convenios de mora.
1.2.01.09,1,2,01,09,Aportes al Seguro de Salud Individual y Familiar,"Ingresos recibidos para otorgarala filiado,sucónyugeoconvivi ente con derecho ,ysushijos menores hasta los seis(6) años deedad,asícomoaljubilado, beneficios y acciones integrales de fomento y promoción de la salud , prevención ,diagnósticoy tratamiento de enfermedades no profesionales, recuperación y rehabilitación de la salud individual."
1.2.01.10,1,2,01,10,Aportes al Fondo de Contingencias,"Ingresos recibidos, con el propósito de solventar deficiencias eventuales por la ocurrencia de siniestros imprevistos."
1.2.01.11,1,2,01,11,Aportes Personales,"Ingresos provenientes delaaportac iónindividualobligatoriao voluntaria sobre las remuneraciones y salarios unificados;y remuneración básica unificada de los empleados, trabajadores y afiliados."
1.2.01.12,1,2,01,12,Aportes Patronales,"Ingresos que corresponden a la aportación patronal obligatoria sobre las remuneraciones y salarios unificados; y, remuneración básica unificada que los empleadores pagan por sus empleados y trabajadores."
1.2.01.13,1,2,01,13,Aportes de Jefes de Familia del Seguro Social Campesino,Ingresos provenientes de la aportación mensual por jefe de familia.
1.2.01.14,1,2,01,14,Aportes de Jubilados y Pensionistas,Ingresos provenientes de la pensión unifi cada de los jubilados del Seguro General Obligatorio ybeneficiarios demontepío para la cobertura de las prestaciones de salud y financiamiento parcial de la decimotercera y decimocuarta pensiones y auxilios funerales.
1.2.01.15,1,2,01,15,Aporte Adicional de los Trabajadores Gráficos,Ingresos provenientes de las aportaciones adicionales a las del Seguro General Obligatorio de los trabajadores.
1.2.01.16,1,2,01,16,Aporte Adicional de los Trabajadores de la Caña de Azúcar,Ingresos provenientes delasaportaciones adicionales alasdel Seguro General Obligatoriode los trabajadoresdelacañade azúcar permanentes y temporales que ingresaron al mencionado seguro por primera vez a partir del 1 de diciembre del 2006.
1.2.01.17,1,2,01,17,"Aporte Personal Adicional del 0,10% Ley de Discapacidades","Ingresos provenientes del 0,10% adicional a los aportes personales de los afiliados para financiar las pensiones de discapacidad de conformidad con la Ley Orgánica de Discapacidades."
1.2.01.18,1,2,01,18,Aporte Individual de las Personas que realizan Trabajo no Remunerado del Hogar,Ingresos provenientes del aporte individual de las personas que realizan trabajo no remunerado del hogar.
1.2.01.19,1,2,01,19,Aporte Personal para Hijos Menores de 18 años,Aporte personal adicional de los afiliados para financiar la atención médica de sus hijos menores de 18 años.
1.2.01.20,1,2,01,20,Aporte Personal y Patronal para financiar egresos de Administración del IESS,Ingresos provenientes de los aportes personales y patronales destinados a financiar egresos de administración del IESS
1.2.01.21,1,2,01,21,Aporte Personal Adicional para Extensión de Cobertura de Salud,Ingresos provenientes de los aportes que realiza el afiliado o jubilado para extender la cobertura de salud.
1.3,1,3,,,TASAS Y CONTRIBUCIONES,"Comprenden los gravámenes fijados por las entidades y organismos del Estado, por los servicios, permisos, derechos o beneficios que proporcionan."
1.3.01,1,3,01,,Tasas Generales,Ingresos por servicios proporcionados por las entidades y organismos del Estado.
1.3.01,1,3,01,,33,Tasas de Servicios por la Ocupación de la Zona de Playa y Bahía para la Cría y Cultivo de Especies Bioacuáticas Tasas de servicios por la ocupación de la zona de playa y bahía para la cría y cultivo de especies bioacuáticas.
1.3.01.01,1,3,01,01,Peaje,"Ingresos provenientes de la tarifa por el derecho al tránsito en autopistas, carreteras, vías y puentes."
1.3.01.02,1,3,01,02,Acceso a Lugares Públicos,Ingresos provenientes de la tarifa por el derecho al acceso temporal a lugares públicos.
1.3.01.03,1,3,01,03,Ocupación de Lugares Públicos,"Ingresos provenientes delatarifaporlaocupación temporal de lugar es públicos con finesc omerciales,recreativosode otra naturaleza específica."
1.3.01.04,1,3,01,04,Tasas Aduaneras,"Ingresos provenientes del rendimiento de las tasas que liquidan las aduanas del país por los servicios que prestan en la carga,descarga, tras bordo,almac enaje,verificación,aforo, control y vigilancia delasmercaderí asllegadasysalidasdelpaís se incluyen las tasas por modernización aduanera."
1.3.01.07,1,3,01,07,Venta de Bases,"Ingresos provenientes de la venta de bases técnicas para intervenir en licitaciones, concursos de precios y afines."
1.3.01.08,1,3,01,08,Prestación de Servicios,"Ingresos provenientes de las tasas por servicios de mantenimiento, reparación, capacitación, asistencia técnica, estudios, comunicación, meteorológicos, informáticos, de salud, especializados y otros similares."
1.3.01.09,1,3,01,09,Rodaje de Vehículos Motorizados,Ingresos provenientes delatasaderodajey adicionales que secobrana los vehículos motorizados por el derecho atransitar por las vías públicas.
1.3.01.10,1,3,01,10,Control de Alimentos y de Establecimientos Comerciales e Industriales,"Ingresos provenientes de la tasa que pagan las personas naturales o jurídicas por el control de alimentos, habilitación y control de esta blecimientos comerciales e industriales. 5"
1.3.01.11,1,3,01,11,"Inscripciones,RegistrosyMatrículas","Ingresos provenientes de la tarifa por inscripciones y registros en nóminas y catastros específicos, así como por la matriculación de bienes y servicios. Incluye matriculación vehicular; y, se exceptúa las matrículas en esta blecimientos educativos."
1.3.01.12,1,3,01,12,"Permisos, Licencias y Patentes","Ingresos provenientes delatarifaporla concesión depermisos, licencias y patentes que generen derecho onoa explotación de bienes o servicios en forma exclusiva por quienes los obtienen. Incluye licencias y permisos de conducción."
1.3.01.13,1,3,01,13,Registro Sanitario y Toxicología,Ingresos provenientes de la tarifa por la concesión del registro sanitario y toxicológico.
1.3.01.14,1,3,01,14,Servicios de Rastro,Ingresos provenientes de la tasa por el servicio de rastro.
1.3.01.15,1,3,01,15,Fiscalización de Obras,Ingresos provenientes de la tasa por fiscalización de obras.
1.3.01.16,1,3,01,16,Recolección de Basura y Aseo Público,Ingresos provenientes de la tasa por el servicio de recolección de basura y aseo público.
1.3.01.17,1,3,01,17,Aferición de Pesas y Medidas,"Ingresos provenientes delaverifica ciónquelasmunicipalidades realizan sobre lacorreccióndebalanzasy otros sistemas de pesas y medidas que se emplean en almacenes y lugares de venta, según el sistema oficial de pesas y medidas vigente."
1.3.01.18,1,3,01,18,Aprobación de Planos e Inspección de Construcciones,"Ingresos provenientes de la tasa por permisosdeedificación, ampliación o reparación de edificios yporconceptode estudios de planos, inspección de la construcción y aprobación final de la misma."
1.3.01.20,1,3,01,20,Conexión y Reconexión del Servicio de Alcantarillado y Canalización,Ingresos provenientes de la tasa de conexión y reconexión de las redes de alcantarillado y canalización.
1.3.01.21,1,3,01,21,Conexión y Reconexión del Servicio de Agua Potable,Ingresos derivados de la tasa de conexión y reconexión del servicio de agua potable.
1.3.01.24,1,3,01,24,Alumbrado Público,Ingresos derivados de la tasa por alumbrado público.
1.3.01.27,1,3,01,27,Matrículas y Otros Derechos en Educación,"Ingresos provenientes de los derechos dematrículay otros generadosenla educación superior , deacuerdoconlalegislación vigente."
1.3.01.28,1,3,01,28,Patentes de Conservación Minera,Ingresos anuales provenientes de la tarifa de conservación por cada hectárea minera aplicada a los concesionarios mineros.
